%iy  id  it imin   Q*      QH      QE      Qs      Qf    Wind    RH     Td     press   rain    Kdn    snow    ldown   fcld    wuh     xsmd    lai_hr  Kdiff   Kdir    Wd
1985 101 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.80000 36.00 15.00 99.84 0.00 716.00 -999.00 290.00 -999.00 -999.00 -999.00 -999.00 219.00 621.00 263.00
1985 101 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.50000 34.00 16.00 99.78 0.00 621.00 -999.00 284.00 -999.00 -999.00 -999.00 -999.00 177.00 614.00 256.00
1985 101 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.20000 45.00 17.00 99.72 0.00 468.00 -999.00 294.00 -999.00 -999.00 -999.00 -999.00 156.00 509.00 290.00
1985 101 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.20000 40.00 15.00 99.72 0.10 273.00 -999.00 304.00 -999.00 -999.00 -999.00 -999.00 139.00 275.00 242.00
1985 101 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.20000 52.00 13.00 99.73 0.00 113.00 -999.00 317.00 -999.00 -999.00 -999.00 -999.00 82.00 110.00 147.00
1985 101 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.20000 66.00 11.00 99.74 0.00 33.00 -999.00 319.00 -999.00 -999.00 -999.00 -999.00 24.00 45.00 70.00
1985 101 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 7.00000 73.00 10.10 99.85 0.00 3.00 -999.00 281.00 -999.00 -999.00 -999.00 -999.00 2.00 0.00 73.00
1985 101 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 7.80000 80.00 9.10 99.96 0.00 0.00 -999.00 283.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 76.00
1985 101 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 8.70000 67.00 8.20 100.07 0.00 0.00 -999.00 275.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 83.00
1985 101 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 8.80000 67.00 7.90 100.15 0.00 0.00 -999.00 266.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 116.00
1985 102 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 8.90000 68.00 7.70 100.23 0.00 0.00 -999.00 259.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 185.00
1985 102 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 9.10000 68.00 7.40 100.31 0.00 0.00 -999.00 260.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 215.00
1985 102 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 8.20000 87.00 7.30 100.31 0.00 0.00 -999.00 258.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 225.00
1985 102 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 7.30000 81.00 7.20 100.31 0.00 0.00 -999.00 259.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 248.00
1985 102 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 6.40000 76.00 7.10 100.32 0.00 0.00 -999.00 258.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 289.00
1985 102 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.50000 70.00 7.00 100.32 0.00 0.00 -999.00 256.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 335.00
1985 102 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.60000 66.00 6.90 100.32 0.00 0.00 -999.00 253.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 345.00
1985 102 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.70000 61.00 6.80 100.32 0.00 95.00 -999.00 250.00 -999.00 -999.00 -999.00 -999.00 35.00 244.00 346.00
1985 102 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.50000 59.00 8.50 100.32 0.00 256.00 -999.00 253.00 -999.00 -999.00 -999.00 -999.00 83.00 537.00 359.00
1985 102 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.30000 56.00 10.30 100.32 0.00 435.00 -999.00 259.00 -999.00 -999.00 -999.00 -999.00 110.00 653.00 181.00
1985 102 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 54.00 12.00 100.33 0.00 569.00 -999.00 266.00 -999.00 -999.00 -999.00 -999.00 132.00 689.00 210.00
1985 102 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 52.00 13.30 100.31 0.00 593.00 -999.00 286.00 -999.00 -999.00 -999.00 -999.00 181.00 557.00 241.00
1985 102 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 50.00 14.70 100.29 0.00 628.00 -999.00 307.00 -999.00 -999.00 -999.00 -999.00 209.00 512.00 228.00
1985 102 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 48.00 16.00 100.28 0.00 656.00 -999.00 309.00 -999.00 -999.00 -999.00 -999.00 229.00 512.00 220.00
1985 102 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.40000 54.00 15.70 100.25 0.00 622.00 -999.00 321.00 -999.00 -999.00 -999.00 -999.00 234.00 483.00 166.00
1985 102 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.80000 60.00 15.30 100.21 0.00 607.00 -999.00 324.00 -999.00 -999.00 -999.00 -999.00 197.00 570.00 159.00
1985 102 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 67.00 15.00 100.18 0.00 524.00 -999.00 304.00 -999.00 -999.00 -999.00 -999.00 146.00 626.00 140.00
1985 102 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.40000 67.00 14.30 100.18 0.00 354.00 -999.00 302.00 -999.00 -999.00 -999.00 -999.00 99.00 555.00 131.00
1985 102 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.80000 67.00 13.70 100.17 0.00 180.00 -999.00 315.00 -999.00 -999.00 -999.00 -999.00 64.00 401.00 115.00
1985 102 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 67.00 13.00 100.17 0.00 53.00 -999.00 295.00 -999.00 -999.00 -999.00 -999.00 25.00 159.00 100.00
1985 102 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 73.00 12.30 100.17 0.00 3.00 -999.00 287.00 -999.00 -999.00 -999.00 -999.00 2.00 0.00 87.00
1985 102 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.40000 80.00 11.70 100.18 0.00 0.00 -999.00 291.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 74.00
1985 102 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.00000 87.00 11.00 100.19 0.00 0.00 -999.00 287.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 40.00
1985 102 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.40000 87.00 10.70 100.21 0.00 0.00 -999.00 284.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 38.00
1985 103 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 87.00 10.30 100.22 0.00 0.00 -999.00 285.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 27.00
1985 103 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 87.00 10.00 100.24 0.00 0.00 -999.00 278.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 40.00
1985 103 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 78.00 10.30 100.25 0.00 0.00 -999.00 286.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 348.00
1985 103 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 95.00 10.70 100.25 0.00 0.00 -999.00 293.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 334.00
1985 103 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.10000 93.00 11.00 100.25 0.00 0.00 -999.00 306.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 340.00
1985 103 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.90000 93.00 8.80 100.26 0.00 0.00 -999.00 308.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 330.00
1985 103 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.80000 91.00 8.60 100.27 0.00 0.00 -999.00 301.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 336.00
1985 103 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.60000 88.00 9.20 100.28 0.00 97.00 -999.00 292.00 -999.00 -999.00 -999.00 -999.00 34.00 260.00 343.00
1985 103 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.40000 84.00 9.20 100.28 0.00 272.00 -999.00 268.00 -999.00 -999.00 -999.00 -999.00 68.00 611.00 338.00
1985 103 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.30000 76.00 13.50 100.29 0.00 465.00 -999.00 271.00 -999.00 -999.00 -999.00 -999.00 89.00 753.00 325.00
1985 103 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 55.00 14.00 100.30 0.00 637.00 -999.00 276.00 -999.00 -999.00 -999.00 -999.00 103.00 830.00 320.00
1985 103 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 55.00 15.30 100.27 0.00 769.00 -999.00 280.00 -999.00 -999.00 -999.00 -999.00 112.00 872.00 190.00
1985 103 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 55.00 16.70 100.24 0.00 849.00 -999.00 283.00 -999.00 -999.00 -999.00 -999.00 118.00 892.00 194.00
1985 103 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 56.00 18.00 100.20 0.00 863.00 -999.00 286.00 -999.00 -999.00 -999.00 -999.00 122.00 884.00 200.00
1985 103 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 53.00 18.30 100.11 0.00 817.00 -999.00 291.00 -999.00 -999.00 -999.00 -999.00 132.00 848.00 196.00
1985 103 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 51.00 18.70 100.03 0.00 718.00 -999.00 294.00 -999.00 -999.00 -999.00 -999.00 138.00 794.00 188.00
1985 103 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 70.00 14.90 99.94 0.00 573.00 -999.00 298.00 -999.00 -999.00 -999.00 -999.00 124.00 739.00 220.00
1985 103 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.40000 71.00 18.00 99.89 0.00 402.00 -999.00 295.00 -999.00 -999.00 -999.00 -999.00 95.00 675.00 180.00
1985 103 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.80000 75.00 17.00 99.85 0.00 217.00 -999.00 289.00 -999.00 -999.00 -999.00 -999.00 62.00 539.00 186.00
1985 103 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 5.10000 79.00 16.00 99.81 0.00 65.00 -999.00 290.00 -999.00 -999.00 -999.00 -999.00 25.00 221.00 220.00
1985 103 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.40000 67.00 14.70 99.87 0.00 4.00 -999.00 288.00 -999.00 -999.00 -999.00 -999.00 3.00 0.00 137.00
1985 103 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.80000 77.00 13.30 99.92 0.00 0.00 -999.00 290.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 106.00
1985 103 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 88.00 12.00 99.98 0.00 0.00 -999.00 284.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 70.00
1985 103 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 91.00 11.30 99.97 0.00 0.00 -999.00 284.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 82.00
1985 104 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.00000 96.00 10.60 99.96 0.00 0.00 -999.00 288.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 79.00
1985 104 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.00000 100.00 9.80 99.95 0.00 0.00 -999.00 312.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 89.00
1985 104 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.60000 93.00 9.80 99.92 0.00 0.00 -999.00 327.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 13.00
1985 104 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 87.00 9.70 99.90 0.00 0.00 -999.00 320.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 342.00
1985 104 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.80000 82.00 9.70 99.87 0.00 0.00 -999.00 325.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 334.00
1985 104 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.20000 83.00 9.80 99.85 0.00 0.00 -999.00 323.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 331.00
1985 104 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.70000 85.00 9.90 99.83 0.00 0.00 -999.00 314.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 332.00
1985 104 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 87.00 10.00 99.81 0.00 48.00 -999.00 322.00 -999.00 -999.00 -999.00 -999.00 44.00 14.00 320.00
1985 104 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 76.00 11.30 99.81 0.00 145.00 -999.00 356.00 -999.00 -999.00 -999.00 -999.00 112.00 84.00 331.00
1985 104 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.00000 67.00 12.70 99.81 0.00 281.00 -999.00 339.00 -999.00 -999.00 -999.00 -999.00 192.00 174.00 337.00
1985 104 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 83.00 14.00 99.80 0.00 457.00 -999.00 342.00 -999.00 -999.00 -999.00 -999.00 230.00 338.00 355.00
1985 104 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.40000 60.00 15.00 99.75 0.00 604.00 -999.00 310.00 -999.00 -999.00 -999.00 -999.00 234.00 487.00 99.00
1985 104 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.70000 62.00 16.00 99.70 0.00 677.00 -999.00 321.00 -999.00 -999.00 -999.00 -999.00 248.00 521.00 138.00
1985 104 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 63.00 17.00 99.66 0.00 730.00 -999.00 321.00 -999.00 -999.00 -999.00 -999.00 224.00 601.00 190.00
1985 104 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.80000 62.00 16.70 99.58 0.00 746.00 -999.00 320.00 -999.00 -999.00 -999.00 -999.00 174.00 707.00 184.00
1985 104 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.40000 60.00 16.30 99.50 0.00 672.00 -999.00 303.00 -999.00 -999.00 -999.00 -999.00 148.00 714.00 190.00
1985 104 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 59.00 16.00 99.42 0.00 548.00 -999.00 307.00 -999.00 -999.00 -999.00 -999.00 126.00 695.00 200.00
1985 104 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.40000 81.00 15.70 99.38 0.00 403.00 -999.00 297.00 -999.00 -999.00 -999.00 -999.00 94.00 676.00 185.00
1985 104 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 85.00 15.30 99.34 0.00 218.00 -999.00 293.00 -999.00 -999.00 -999.00 -999.00 62.00 534.00 189.00
1985 104 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.00000 86.00 15.00 99.30 0.00 65.00 -999.00 297.00 -999.00 -999.00 -999.00 -999.00 25.00 213.00 210.00
1985 104 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.70000 85.00 14.00 99.33 0.00 4.00 -999.00 288.00 -999.00 -999.00 -999.00 -999.00 3.00 0.00 195.00
1985 104 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.30000 72.00 13.00 99.36 0.00 0.00 -999.00 286.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 133.00
1985 104 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 82.00 12.00 99.40 0.00 0.00 -999.00 288.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 72.00
1985 104 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 84.00 11.70 99.41 0.00 0.00 -999.00 310.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 55.00
1985 105 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 86.00 11.30 99.43 0.00 0.00 -999.00 317.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 52.00
1985 105 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 87.00 11.00 99.45 0.00 0.00 -999.00 320.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 47.00
1985 105 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 87.00 10.80 99.44 0.00 0.00 -999.00 321.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 45.00
1985 105 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 87.00 10.70 99.43 0.00 0.00 -999.00 312.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 38.00
1985 105 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 87.00 10.50 99.42 0.00 0.00 -999.00 317.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 34.00
1985 105 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 87.00 10.30 99.42 0.00 0.00 -999.00 312.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 18.00
1985 105 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 87.00 10.20 99.41 0.00 0.00 -999.00 318.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 24.00
1985 105 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 87.00 10.00 99.40 0.10 52.00 -999.00 324.00 -999.00 -999.00 -999.00 -999.00 40.00 44.00 44.00
1985 105 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.70000 84.00 11.00 99.44 0.10 143.00 -999.00 346.00 -999.00 -999.00 -999.00 -999.00 90.00 144.00 81.00
1985 105 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.40000 80.00 12.00 99.47 0.20 235.00 -999.00 335.00 -999.00 -999.00 -999.00 -999.00 141.00 189.00 108.00
1985 105 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 77.00 13.00 99.51 0.30 295.00 -999.00 340.00 -999.00 -999.00 -999.00 -999.00 213.00 131.00 210.00
1985 105 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 77.00 12.80 99.52 0.30 279.00 -999.00 358.00 -999.00 -999.00 -999.00 -999.00 248.00 42.00 108.00
1985 105 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 77.00 12.70 99.53 0.30 247.00 -999.00 362.00 -999.00 -999.00 -999.00 -999.00 246.00 0.00 105.00
1985 105 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 77.00 12.50 99.54 0.20 237.00 -999.00 365.00 -999.00 -999.00 -999.00 -999.00 236.00 0.00 106.00
1985 105 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 77.00 12.30 99.55 0.20 200.00 -999.00 367.00 -999.00 -999.00 -999.00 -999.00 200.00 0.00 112.00
1985 105 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 77.00 12.20 99.56 0.10 157.00 -999.00 367.00 -999.00 -999.00 -999.00 -999.00 157.00 0.00 122.00
1985 105 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 76.00 12.00 99.57 0.00 146.00 -999.00 364.00 -999.00 -999.00 -999.00 -999.00 146.00 1.00 140.00
1985 105 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.40000 80.00 11.70 99.59 0.10 128.00 -999.00 357.00 -999.00 -999.00 -999.00 -999.00 125.00 9.00 136.00
1985 105 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.70000 84.00 11.30 99.60 0.10 65.00 -999.00 354.00 -999.00 -999.00 -999.00 -999.00 61.00 17.00 131.00
1985 105 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 87.00 11.00 99.61 0.10 17.00 -999.00 354.00 -999.00 -999.00 -999.00 -999.00 16.00 8.00 125.00
1985 105 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 85.00 10.70 99.64 0.10 1.00 -999.00 358.00 -999.00 -999.00 -999.00 -999.00 1.00 0.00 117.00
1985 105 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 84.00 10.30 99.66 0.10 0.00 -999.00 355.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 105.00
1985 105 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 82.00 10.00 99.68 0.10 0.00 -999.00 357.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 90.00
1985 105 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.70000 80.00 9.80 99.70 0.10 0.00 -999.00 355.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 103.00
1985 106 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.40000 78.00 9.70 99.71 0.00 0.00 -999.00 356.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 267.00
1985 106 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.00000 76.00 9.50 99.72 0.10 0.00 -999.00 343.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 300.00
1985 106 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.70000 74.00 9.30 99.74 0.10 0.00 -999.00 344.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 300.00
1985 106 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.40000 73.00 9.20 99.75 0.00 0.00 -999.00 336.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 318.00
1985 106 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 71.00 9.00 99.77 0.00 0.00 -999.00 333.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 70.00
1985 106 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.40000 69.00 9.30 99.76 0.00 0.00 -999.00 335.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 47.00
1985 106 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.80000 68.00 9.70 99.76 0.00 0.00 -999.00 334.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 66.00
1985 106 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 66.00 10.00 99.75 0.10 37.00 -999.00 331.00 -999.00 -999.00 -999.00 -999.00 26.00 36.00 90.00
1985 106 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.40000 65.00 10.70 99.76 0.00 93.00 -999.00 347.00 -999.00 -999.00 -999.00 -999.00 74.00 62.00 84.00
1985 106 9 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.70000 64.00 11.30 99.77 0.00 148.00 -999.00 344.00 -999.00 -999.00 -999.00 -999.00 121.00 55.00 88.00
1985 106 10 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 62.00 12.00 99.78 0.00 205.00 -999.00 356.00 -999.00 -999.00 -999.00 -999.00 170.00 54.00 94.00
1985 106 11 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.70000 64.00 12.00 99.78 0.00 262.00 -999.00 354.00 -999.00 -999.00 -999.00 -999.00 203.00 76.00 94.00
1985 106 12 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.40000 65.00 12.00 99.78 0.00 345.00 -999.00 350.00 -999.00 -999.00 -999.00 -999.00 246.00 119.00 134.00
1985 106 13 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 67.00 12.00 99.78 0.00 419.00 -999.00 349.00 -999.00 -999.00 -999.00 -999.00 271.00 174.00 180.00
1985 106 14 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.80000 65.00 12.30 99.72 0.00 422.00 -999.00 348.00 -999.00 -999.00 -999.00 -999.00 273.00 182.00 200.00
1985 106 15 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.40000 64.00 12.70 99.66 0.00 382.00 -999.00 350.00 -999.00 -999.00 -999.00 -999.00 237.00 200.00 206.00
1985 106 16 0 -999.00 -999.00 -999.00 -999.00 -999.00 4.10000 62.00 13.00 99.60 0.00 295.00 -999.00 338.00 -999.00 -999.00 -999.00 -999.00 166.00 206.00 220.00
1985 106 17 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.80000 66.00 12.50 99.58 0.00 219.00 -999.00 343.00 -999.00 -999.00 -999.00 -999.00 133.00 192.00 218.00
1985 106 18 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.40000 70.00 12.00 99.56 0.00 147.00 -999.00 328.00 -999.00 -999.00 -999.00 -999.00 88.00 208.00 218.00
1985 106 19 0 -999.00 -999.00 -999.00 -999.00 -999.00 3.10000 74.00 11.50 99.54 0.00 52.00 -999.00 319.00 -999.00 -999.00 -999.00 -999.00 32.00 99.00 216.00
1985 106 20 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.80000 78.00 11.00 99.52 0.00 4.00 -999.00 312.00 -999.00 -999.00 -999.00 -999.00 3.00 0.00 218.00
1985 106 21 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.40000 83.00 10.50 99.50 0.00 0.00 -999.00 307.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 222.00
1985 106 22 0 -999.00 -999.00 -999.00 -999.00 -999.00 2.10000 87.00 10.00 99.48 0.00 0.00 -999.00 301.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 250.00
1985 106 23 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.40000 87.00 10.00 99.47 0.00 0.00 -999.00 300.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 221.00
1985 107 0 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.70000 87.00 10.00 99.47 0.00 0.00 -999.00 292.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 219.00
1985 107 1 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 87.00 10.00 99.46 0.00 0.00 -999.00 306.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 222.00
1985 107 2 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 88.00 10.00 99.44 0.00 0.00 -999.00 296.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 225.00
1985 107 3 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 89.00 10.00 99.42 0.00 0.00 -999.00 302.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 234.00
1985 107 4 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 90.00 10.00 99.40 0.00 0.00 -999.00 290.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 245.00
1985 107 5 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 91.00 10.00 99.37 0.00 0.00 -999.00 295.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 252.00
1985 107 6 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 92.00 10.00 99.35 0.00 0.00 -999.00 314.00 -999.00 -999.00 -999.00 -999.00 0.00 0.00 250.00
1985 107 7 0 -999.00 -999.00 -999.00 -999.00 -999.00 0.00000 93.00 10.00 99.33 0.00 83.00 -999.00 308.00 -999.00 -999.00 -999.00 -999.00 40.00 241.00 223.00
1985 107 8 0 -999.00 -999.00 -999.00 -999.00 -999.00 1.70000 84.00 11.70 99.36 0.00 212.00 -999.00 314.00 -999.00 -999.00 -999.00 -999.00 90.00 354.00 195.00
