folder_name,area,width,mean_building_height,mean_building_height_side1,mean_building_height_side2,lh_ratio,direction,mrt_mean,mrt_min,mrt_max,dir_sin,dir_cos
width10_deg000_h10to10,1000.0,10.0,10.0,10,10,1.0,0,33.99,29.81,36.75,0.0,1.0
width10_deg000_h10to15,1000.0,10.0,12.5,10,15,0.8,0,34.05,29.78,36.63,0.0,1.0
width10_deg000_h10to20,1000.0,10.0,15.0,10,20,0.6666666666666666,0,34.05,29.08,36.86,0.0,1.0
width10_deg000_h15to15,1000.0,10.0,15.0,15,15,0.6666666666666666,0,33.59,29.76,36.91,0.0,1.0
width10_deg000_h15to20,1000.0,10.0,17.5,15,20,0.5714285714285714,0,33.59,29.04,37.13,0.0,1.0
width10_deg000_h20to20,1000.0,10.0,20.0,20,20,0.5,0,32.68,28.93,36.92,0.0,1.0
width10_deg000_h5to10,1000.0,10.0,7.5,5,10,1.3333333333333333,0,34.52,29.86,36.14,0.0,1.0
width10_deg000_h5to15,1000.0,10.0,10.0,5,15,1.0,0,34.58,30.2,36.2,0.0,1.0
width10_deg000_h5to20,1000.0,10.0,12.5,5,20,0.8,0,34.6,29.13,36.24,0.0,1.0
width10_deg000_h5to5,1000.0,10.0,5.0,5,5,2.0,0,34.43,29.41,36.09,0.0,1.0
width10_deg030_h10to10,1000.0000000000003,10.0,10.0,10,10,1.0,30,31.86,28.45,36.33,0.49999999999999994,0.8660254037844387
width10_deg030_h10to15,1000.0000000000003,10.0,12.5,10,15,0.8,30,31.8,28.66,36.38,0.49999999999999994,0.8660254037844387
width10_deg030_h10to20,1000.0000000000003,10.0,15.0,10,20,0.6666666666666666,30,31.69,27.68,36.53,0.49999999999999994,0.8660254037844387
width10_deg030_h15to15,1000.0000000000003,10.0,15.0,15,15,0.6666666666666666,30,31.04,28.47,36.33,0.49999999999999994,0.8660254037844387
width10_deg030_h15to20,1000.0000000000003,10.0,17.5,15,20,0.5714285714285714,30,30.91,27.61,36.38,0.49999999999999994,0.8660254037844387
width10_deg030_h20to20,1000.0000000000003,10.0,20.0,20,20,0.5,30,30.5,27.55,36.33,0.49999999999999994,0.8660254037844387
width10_deg030_h5to10,1000.0000000000003,10.0,7.5,5,10,1.3333333333333333,30,33.08,28.37,36.62,0.49999999999999994,0.8660254037844387
width10_deg030_h5to15,1000.0000000000003,10.0,10.0,5,15,1.0,30,33.04,28.61,36.8,0.49999999999999994,0.8660254037844387
width10_deg030_h5to20,1000.0000000000003,10.0,12.5,5,20,0.8,30,32.99,27.63,36.8,0.49999999999999994,0.8660254037844387
width10_deg030_h5to5,1000.0000000000003,10.0,5.0,5,5,2.0,30,33.3,28.69,36.4,0.49999999999999994,0.8660254037844387
width10_deg060_h10to10,999.9999999999992,10.0,10.0,10,10,1.0,60,30.37,28.1,36.33,0.8660254037844386,0.5000000000000001
width10_deg060_h10to15,999.9999999999992,10.0,12.5,10,15,0.8,60,30.34,27.84,36.36,0.8660254037844386,0.5000000000000001
width10_deg060_h10to20,999.9999999999992,10.0,15.0,10,20,0.6666666666666666,60,30.16,27.64,36.43,0.8660254037844386,0.5000000000000001
width10_deg060_h15to15,999.9999999999992,10.0,15.0,15,15,0.6666666666666666,60,30.16,27.8,36.33,0.8660254037844386,0.5000000000000001
width10_deg060_h15to20,999.9999999999992,10.0,17.5,15,20,0.5714285714285714,60,29.96,27.32,36.36,0.8660254037844386,0.5000000000000001
width10_deg060_h20to20,999.9999999999992,10.0,20.0,20,20,0.5,60,29.79,27.25,36.33,0.8660254037844386,0.5000000000000001
width10_deg060_h5to10,999.9999999999992,10.0,7.5,5,10,1.3333333333333333,60,31.15,28.09,36.36,0.8660254037844386,0.5000000000000001
width10_deg060_h5to15,999.9999999999992,10.0,10.0,5,15,1.0,60,31.14,28.51,36.43,0.8660254037844386,0.5000000000000001
width10_deg060_h5to20,999.9999999999992,10.0,12.5,5,20,0.8,60,30.96,27.68,36.48,0.8660254037844386,0.5000000000000001
width10_deg060_h5to5,999.9999999999992,10.0,5.0,5,5,2.0,60,31.7,29.37,36.33,0.8660254037844386,0.5000000000000001
width10_deg090_h10to10,1000.0,10.0,10.0,10,10,1.0,90,29.22,28.18,32.57,1.0,6.123233995736766e-17
width10_deg090_h10to15,1000.0,10.0,12.5,10,15,0.8,90,28.95,28.21,32.71,1.0,6.123233995736766e-17
width10_deg090_h10to20,1000.0,10.0,15.0,10,20,0.6666666666666666,90,28.89,27.89,32.99,1.0,6.123233995736766e-17
width10_deg090_h15to15,1000.0,10.0,15.0,15,15,0.6666666666666666,90,28.66,27.58,32.91,1.0,6.123233995736766e-17
width10_deg090_h15to20,1000.0,10.0,17.5,15,20,0.5714285714285714,90,28.6,27.59,33.08,1.0,6.123233995736766e-17
width10_deg090_h20to20,1000.0,10.0,20.0,20,20,0.5,90,28.61,27.56,33.17,1.0,6.123233995736766e-17
width10_deg090_h5to10,1000.0,10.0,7.5,5,10,1.3333333333333333,90,30.01,29.27,32.64,1.0,6.123233995736766e-17
width10_deg090_h5to15,1000.0,10.0,10.0,5,15,1.0,90,29.75,28.77,32.77,1.0,6.123233995736766e-17
width10_deg090_h5to20,1000.0,10.0,12.5,5,20,0.8,90,29.7,28.28,32.77,1.0,6.123233995736766e-17
width10_deg090_h5to5,1000.0,10.0,5.0,5,5,2.0,90,30.86,30.2,33.29,1.0,6.123233995736766e-17
width10_deg120_h10to10,999.9999999999998,10.0,10.0,10,10,1.0,120,30.49,28.42,36.33,0.8660254037844387,-0.4999999999999998
width10_deg120_h10to15,999.9999999999998,10.0,12.5,10,15,0.8,120,30.1,27.83,36.34,0.8660254037844387,-0.4999999999999998
width10_deg120_h10to20,999.9999999999998,10.0,15.0,10,20,0.6666666666666666,120,29.78,27.82,36.39,0.8660254037844387,-0.4999999999999998
width10_deg120_h15to15,999.9999999999998,10.0,15.0,15,15,0.6666666666666666,120,30.02,27.89,36.33,0.8660254037844387,-0.4999999999999998
width10_deg120_h15to20,999.9999999999998,10.0,17.5,15,20,0.5714285714285714,120,29.76,28.05,36.34,0.8660254037844387,-0.4999999999999998
width10_deg120_h20to20,999.9999999999998,10.0,20.0,20,20,0.5,120,29.7,27.38,36.33,0.8660254037844387,-0.4999999999999998
width10_deg120_h5to10,999.9999999999998,10.0,7.5,5,10,1.3333333333333333,120,30.66,28.55,36.34,0.8660254037844387,-0.4999999999999998
width10_deg120_h5to15,999.9999999999998,10.0,10.0,5,15,1.0,120,30.21,28.14,36.39,0.8660254037844387,-0.4999999999999998
width10_deg120_h5to20,999.9999999999998,10.0,12.5,5,20,0.8,120,29.96,27.98,36.41,0.8660254037844387,-0.4999999999999998
width10_deg120_h5to5,999.9999999999998,10.0,5.0,5,5,2.0,120,31.57,29.18,36.33,0.8660254037844387,-0.4999999999999998
width10_deg150_h10to10,1000.0000000000002,10.0,10.0,10,10,1.0,150,31.7,28.39,36.33,0.49999999999999994,-0.8660254037844387
width10_deg150_h10to15,1000.0000000000002,10.0,12.5,10,15,0.8,150,30.91,28.22,36.34,0.49999999999999994,-0.8660254037844387
width10_deg150_h10to20,1000.0000000000002,10.0,15.0,10,20,0.6666666666666666,150,30.49,28.13,36.57,0.49999999999999994,-0.8660254037844387
width10_deg150_h15to15,1000.0000000000002,10.0,15.0,15,15,0.6666666666666666,150,30.94,28.43,36.33,0.49999999999999994,-0.8660254037844387
width10_deg150_h15to20,1000.0000000000002,10.0,17.5,15,20,0.5714285714285714,150,30.53,28.45,36.34,0.49999999999999994,-0.8660254037844387
width10_deg150_h20to20,1000.0000000000002,10.0,20.0,20,20,0.5,150,30.51,28.03,36.33,0.49999999999999994,-0.8660254037844387
width10_deg150_h5to10,1000.0000000000002,10.0,7.5,5,10,1.3333333333333333,150,31.76,28.68,36.34,0.49999999999999994,-0.8660254037844387
width10_deg150_h5to15,1000.0000000000002,10.0,10.0,5,15,1.0,150,30.97,28.55,36.57,0.49999999999999994,-0.8660254037844387
width10_deg150_h5to20,1000.0000000000002,10.0,12.5,5,20,0.8,150,30.43,28.38,36.85,0.49999999999999994,-0.8660254037844387
width10_deg150_h5to5,1000.0000000000002,10.0,5.0,5,5,2.0,150,33.04,28.9,36.33,0.49999999999999994,-0.8660254037844387
width10_deg180_h10to10,1000.0,10.0,10.0,10,10,1.0,180,33.99,29.81,36.75,1.2246467991473532e-16,-1.0
width10_deg180_h10to15,1000.0,10.0,12.5,10,15,0.8,180,33.54,29.77,36.67,1.2246467991473532e-16,-1.0
width10_deg180_h10to20,1000.0,10.0,15.0,10,20,0.6666666666666666,180,32.65,29.66,36.71,1.2246467991473532e-16,-1.0
width10_deg180_h15to15,1000.0,10.0,15.0,15,15,0.6666666666666666,180,33.59,29.76,36.91,1.2246467991473532e-16,-1.0
width10_deg180_h15to20,1000.0,10.0,17.5,15,20,0.5714285714285714,180,32.69,29.0,36.89,1.2246467991473532e-16,-1.0
width10_deg180_h20to20,1000.0,10.0,20.0,20,20,0.5,180,32.68,28.93,36.92,1.2246467991473532e-16,-1.0
width10_deg180_h5to10,1000.0,10.0,7.5,5,10,1.3333333333333333,180,33.84,29.37,36.23,1.2246467991473532e-16,-1.0
width10_deg180_h5to15,1000.0,10.0,10.0,5,15,1.0,180,33.4,29.35,36.4,1.2246467991473532e-16,-1.0
width10_deg180_h5to20,1000.0,10.0,12.5,5,20,0.8,180,32.51,29.24,36.38,1.2246467991473532e-16,-1.0
width10_deg180_h5to5,1000.0,10.0,5.0,5,5,2.0,180,34.43,29.41,36.09,1.2246467991473532e-16,-1.0
width15_deg000_h10to10,1500.0,15.0,10.0,10,10,1.5,0,34.57,29.56,36.33,0.0,1.0
width15_deg000_h10to15,1500.0,15.0,12.5,10,15,1.2,0,34.68,29.86,36.59,0.0,1.0
width15_deg000_h10to20,1500.0,15.0,15.0,10,20,1.0,0,34.71,30.21,36.5,0.0,1.0
width15_deg000_h15to15,1500.0,15.0,15.0,15,15,1.0,0,34.47,29.82,36.89,0.0,1.0
width15_deg000_h15to20,1500.0,15.0,17.5,15,20,0.8571428571428571,0,34.53,30.17,36.83,0.0,1.0
width15_deg000_h20to20,1500.0,15.0,20.0,20,20,0.75,0,34.03,29.72,36.93,0.0,1.0
width15_deg000_h5to10,1500.0,15.0,7.5,5,10,2.0,0,34.9,29.59,36.36,0.0,1.0
width15_deg000_h5to15,1500.0,15.0,10.0,5,15,1.5,0,34.95,29.91,36.33,0.0,1.0
width15_deg000_h5to20,1500.0,15.0,12.5,5,20,1.2,0,35.01,30.24,36.37,0.0,1.0
width15_deg000_h5to5,1500.0,15.0,5.0,5,5,3.0,0,34.98,30.17,36.33,0.0,1.0
width15_deg030_h10to10,1500.0000000000005,15.0,10.0,10,10,1.5,30,32.74,28.94,36.65,0.49999999999999994,0.8660254037844387
width15_deg030_h10to15,1500.0000000000005,15.0,12.5,10,15,1.2,30,32.62,28.3,36.8,0.49999999999999994,0.8660254037844387
width15_deg030_h10to20,1500.0000000000005,15.0,15.0,10,20,1.0,30,32.69,28.48,36.87,0.49999999999999994,0.8660254037844387
width15_deg030_h15to15,1500.0000000000005,15.0,15.0,15,15,1.0,30,31.88,28.25,36.33,0.49999999999999994,0.8660254037844387
width15_deg030_h15to20,1500.0000000000005,15.0,17.5,15,20,0.8571428571428571,30,31.96,28.41,36.36,0.49999999999999994,0.8660254037844387
width15_deg030_h20to20,1500.0000000000005,15.0,20.0,20,20,0.75,30,31.27,28.36,36.33,0.49999999999999994,0.8660254037844387
width15_deg030_h5to10,1500.0000000000005,15.0,7.5,5,10,2.0,30,33.62,28.94,36.64,0.49999999999999994,0.8660254037844387
width15_deg030_h5to15,1500.0000000000005,15.0,10.0,5,15,1.5,30,33.46,28.25,36.8,0.49999999999999994,0.8660254037844387
width15_deg030_h5to20,1500.0000000000005,15.0,12.5,5,20,1.2,30,33.53,28.43,36.86,0.49999999999999994,0.8660254037844387
width15_deg030_h5to5,1500.0000000000005,15.0,5.0,5,5,3.0,30,33.96,29.34,36.41,0.49999999999999994,0.8660254037844387
width15_deg060_h10to10,1499.9999999999995,15.0,10.0,10,10,1.5,60,30.79,28.78,36.33,0.8660254037844386,0.5000000000000001
width15_deg060_h10to15,1499.9999999999995,15.0,12.5,10,15,1.2,60,30.59,27.92,36.35,0.8660254037844386,0.5000000000000001
width15_deg060_h10to20,1499.9999999999995,15.0,15.0,10,20,1.0,60,30.52,27.98,36.38,0.8660254037844386,0.5000000000000001
width15_deg060_h15to15,1499.9999999999995,15.0,15.0,15,15,1.0,60,30.17,27.87,36.33,0.8660254037844386,0.5000000000000001
width15_deg060_h15to20,1499.9999999999995,15.0,17.5,15,20,0.8571428571428571,60,30.15,27.75,36.35,0.8660254037844386,0.5000000000000001
width15_deg060_h20to20,1499.9999999999995,15.0,20.0,20,20,0.75,60,29.88,27.71,36.33,0.8660254037844386,0.5000000000000001
width15_deg060_h5to10,1499.9999999999995,15.0,7.5,5,10,2.0,60,31.85,28.76,36.35,0.8660254037844386,0.5000000000000001
width15_deg060_h5to15,1499.9999999999995,15.0,10.0,5,15,1.5,60,31.55,27.94,36.38,0.8660254037844386,0.5000000000000001
width15_deg060_h5to20,1499.9999999999995,15.0,12.5,5,20,1.2,60,31.53,27.99,36.41,0.8660254037844386,0.5000000000000001
width15_deg060_h5to5,1499.9999999999995,15.0,5.0,5,5,3.0,60,32.48,29.42,36.33,0.8660254037844386,0.5000000000000001
width15_deg090_h10to10,1500.0,15.0,10.0,10,10,1.5,90,30.29,29.26,36.33,1.0,6.123233995736766e-17
width15_deg090_h10to15,1500.0,15.0,12.5,10,15,1.2,90,29.98,28.64,36.34,1.0,6.123233995736766e-17
width15_deg090_h10to20,1500.0,15.0,15.0,10,20,1.0,90,29.63,28.1,36.33,1.0,6.123233995736766e-17
width15_deg090_h15to15,1500.0,15.0,15.0,15,15,1.0,90,29.64,28.22,36.33,1.0,6.123233995736766e-17
width15_deg090_h15to20,1500.0,15.0,17.5,15,20,0.8571428571428571,90,29.36,28.02,36.34,1.0,6.123233995736766e-17
width15_deg090_h20to20,1500.0,15.0,20.0,20,20,0.75,90,29.18,27.52,36.33,1.0,6.123233995736766e-17
width15_deg090_h5to10,1500.0,15.0,7.5,5,10,2.0,90,31.09,29.9,36.34,1.0,6.123233995736766e-17
width15_deg090_h5to15,1500.0,15.0,10.0,5,15,1.5,90,30.66,29.28,36.33,1.0,6.123233995736766e-17
width15_deg090_h5to20,1500.0,15.0,12.5,5,20,1.2,90,30.34,28.59,35.24,1.0,6.123233995736766e-17
width15_deg090_h5to5,1500.0,15.0,5.0,5,5,3.0,90,32.0,30.85,36.33,1.0,6.123233995736766e-17
width15_deg120_h10to10,1499.9999999999998,15.0,10.0,10,10,1.5,120,30.74,28.76,36.33,0.8660254037844387,-0.4999999999999998
width15_deg120_h10to15,1499.9999999999998,15.0,12.5,10,15,1.2,120,30.29,28.63,36.33,0.8660254037844387,-0.4999999999999998
width15_deg120_h10to20,1499.9999999999998,15.0,15.0,10,20,1.0,120,29.9,28.13,36.36,0.8660254037844387,-0.4999999999999998
width15_deg120_h15to15,1499.9999999999998,15.0,15.0,15,15,1.0,120,30.11,28.05,36.33,0.8660254037844387,-0.4999999999999998
width15_deg120_h15to20,1499.9999999999998,15.0,17.5,15,20,0.8571428571428571,120,29.77,27.84,36.33,0.8660254037844387,-0.4999999999999998
width15_deg120_h20to20,1499.9999999999998,15.0,20.0,20,20,0.75,120,29.75,27.78,36.33,0.8660254037844387,-0.4999999999999998
width15_deg120_h5to10,1499.9999999999998,15.0,7.5,5,10,2.0,120,31.25,29.79,36.33,0.8660254037844387,-0.4999999999999998
width15_deg120_h5to15,1499.9999999999998,15.0,10.0,5,15,1.5,120,30.71,29.18,36.36,0.8660254037844387,-0.4999999999999998
width15_deg120_h5to20,1499.9999999999998,15.0,12.5,5,20,1.2,120,30.32,28.47,36.41,0.8660254037844387,-0.4999999999999998
width15_deg120_h5to5,1499.9999999999998,15.0,5.0,5,5,3.0,120,32.38,30.0,36.33,0.8660254037844387,-0.4999999999999998
width15_deg150_h10to10,1500.0,15.0,10.0,10,10,1.5,150,32.58,29.01,36.44,0.49999999999999994,-0.8660254037844387
width15_deg150_h10to15,1500.0,15.0,12.5,10,15,1.2,150,31.82,28.88,36.34,0.49999999999999994,-0.8660254037844387
width15_deg150_h10to20,1500.0,15.0,15.0,10,20,1.0,150,31.12,28.54,36.37,0.49999999999999994,-0.8660254037844387
width15_deg150_h15to15,1500.0,15.0,15.0,15,15,1.0,150,31.73,28.31,36.33,0.49999999999999994,-0.8660254037844387
width15_deg150_h15to20,1500.0,15.0,17.5,15,20,0.8571428571428571,150,31.03,28.24,36.34,0.49999999999999994,-0.8660254037844387
width15_deg150_h20to20,1500.0,15.0,20.0,20,20,0.75,150,31.12,28.38,36.33,0.49999999999999994,-0.8660254037844387
width15_deg150_h5to10,1500.0,15.0,7.5,5,10,2.0,150,32.82,29.45,36.34,0.49999999999999994,-0.8660254037844387
width15_deg150_h5to15,1500.0,15.0,10.0,5,15,1.5,150,32.02,29.32,36.37,0.49999999999999994,-0.8660254037844387
width15_deg150_h5to20,1500.0,15.0,12.5,5,20,1.2,150,31.3,28.99,36.53,0.49999999999999994,-0.8660254037844387
width15_deg150_h5to5,1500.0,15.0,5.0,5,5,3.0,150,33.74,29.62,36.33,0.49999999999999994,-0.8660254037844387
width15_deg180_h10to10,1500.0,15.0,10.0,10,10,1.5,180,34.57,29.56,36.33,1.2246467991473532e-16,-1.0
width15_deg180_h10to15,1500.0,15.0,12.5,10,15,1.2,180,34.36,29.52,36.56,1.2246467991473532e-16,-1.0
width15_deg180_h10to20,1500.0,15.0,15.0,10,20,1.0,180,33.88,29.41,36.73,1.2246467991473532e-16,-1.0
width15_deg180_h15to15,1500.0,15.0,15.0,15,15,1.0,180,34.47,29.82,36.89,1.2246467991473532e-16,-1.0
width15_deg180_h15to20,1500.0,15.0,17.5,15,20,0.8571428571428571,180,33.99,29.71,36.74,1.2246467991473532e-16,-1.0
width15_deg180_h20to20,1500.0,15.0,20.0,20,20,0.75,180,34.03,29.72,36.93,1.2246467991473532e-16,-1.0
width15_deg180_h5to10,1500.0,15.0,7.5,5,10,2.0,180,34.56,29.93,36.34,1.2246467991473532e-16,-1.0
width15_deg180_h5to15,1500.0,15.0,10.0,5,15,1.5,180,34.32,29.92,36.37,1.2246467991473532e-16,-1.0
width15_deg180_h5to20,1500.0,15.0,12.5,5,20,1.2,180,33.84,29.85,36.5,1.2246467991473532e-16,-1.0
width15_deg180_h5to5,1500.0,15.0,5.0,5,5,3.0,180,34.98,30.17,36.33,1.2246467991473532e-16,-1.0
width20_deg000_h10to10,2000.0,20.0,10.0,10,10,2.0,0,34.62,29.55,36.36,0.0,1.0
width20_deg000_h10to15,2000.0,20.0,12.5,10,15,1.6,0,34.73,29.76,36.43,0.0,1.0
width20_deg000_h10to20,2000.0,20.0,15.0,10,20,1.3333333333333333,0,34.83,30.01,36.61,0.0,1.0
width20_deg000_h15to15,2000.0,20.0,15.0,15,15,1.3333333333333333,0,34.6,29.76,36.59,0.0,1.0
width20_deg000_h15to20,2000.0,20.0,17.5,15,20,1.1428571428571428,0,34.71,30.01,36.72,0.0,1.0
width20_deg000_h20to20,2000.0,20.0,20.0,20,20,1.0,0,34.38,29.93,36.92,0.0,1.0
width20_deg000_h5to10,2000.0,20.0,7.5,5,10,2.6666666666666665,0,34.94,29.73,36.31,0.0,1.0
width20_deg000_h5to15,2000.0,20.0,10.0,5,15,2.0,0,35.0,29.86,36.38,0.0,1.0
width20_deg000_h5to20,2000.0,20.0,12.5,5,20,1.6,0,35.07,30.02,36.35,0.0,1.0
width20_deg000_h5to5,2000.0,20.0,5.0,5,5,4.0,0,35.17,30.17,36.3,0.0,1.0
width20_deg030_h10to10,2000.0000000000002,20.0,10.0,10,10,2.0,30,33.24,28.72,36.93,0.49999999999999994,0.8660254037844387
width20_deg030_h10to15,2000.0000000000002,20.0,12.5,10,15,1.6,30,33.18,28.95,36.92,0.49999999999999994,0.8660254037844387
width20_deg030_h10to20,2000.0000000000002,20.0,15.0,10,20,1.3333333333333333,30,33.11,28.27,36.98,0.49999999999999994,0.8660254037844387
width20_deg030_h15to15,2000.0000000000002,20.0,15.0,15,15,1.3333333333333333,30,32.64,28.98,36.94,0.49999999999999994,0.8660254037844387
width20_deg030_h15to20,2000.0000000000002,20.0,17.5,15,20,1.1428571428571428,30,32.58,28.33,37.01,0.49999999999999994,0.8660254037844387
width20_deg030_h20to20,2000.0000000000002,20.0,20.0,20,20,1.0,30,31.98,28.17,36.97,0.49999999999999994,0.8660254037844387
width20_deg030_h5to10,2000.0000000000002,20.0,7.5,5,10,2.6666666666666665,30,33.97,28.8,36.94,0.49999999999999994,0.8660254037844387
width20_deg030_h5to15,2000.0000000000002,20.0,10.0,5,15,2.0,30,33.86,28.96,36.93,0.49999999999999994,0.8660254037844387
width20_deg030_h5to20,2000.0000000000002,20.0,12.5,5,20,1.6,30,33.77,28.21,36.99,0.49999999999999994,0.8660254037844387
width20_deg030_h5to5,2000.0000000000002,20.0,5.0,5,5,4.0,30,34.39,29.38,36.83,0.49999999999999994,0.8660254037844387
width20_deg060_h10to10,2000.0,20.0,10.0,10,10,2.0,60,31.41,29.5,36.33,0.8660254037844386,0.5000000000000001
width20_deg060_h10to15,2000.0,20.0,12.5,10,15,1.6,60,31.12,28.83,36.34,0.8660254037844386,0.5000000000000001
width20_deg060_h10to20,2000.0,20.0,15.0,10,20,1.3333333333333333,60,30.98,28.35,36.36,0.8660254037844386,0.5000000000000001
width20_deg060_h15to15,2000.0,20.0,15.0,15,15,1.3333333333333333,60,30.56,28.61,36.33,0.8660254037844386,0.5000000000000001
width20_deg060_h15to20,2000.0,20.0,17.5,15,20,1.1428571428571428,60,30.44,28.31,36.34,0.8660254037844386,0.5000000000000001
width20_deg060_h20to20,2000.0,20.0,20.0,20,20,1.0,60,30.06,28.08,36.33,0.8660254037844386,0.5000000000000001
width20_deg060_h5to10,2000.0,20.0,7.5,5,10,2.6666666666666665,60,32.43,29.51,36.34,0.8660254037844386,0.5000000000000001
width20_deg060_h5to15,2000.0,20.0,10.0,5,15,2.0,60,32.08,28.81,36.36,0.8660254037844386,0.5000000000000001
width20_deg060_h5to20,2000.0,20.0,12.5,5,20,1.6,60,31.9,28.88,36.39,0.8660254037844386,0.5000000000000001
width20_deg060_h5to5,2000.0,20.0,5.0,5,5,4.0,60,33.16,30.08,36.33,0.8660254037844386,0.5000000000000001
width20_deg090_h10to10,2000.0,20.0,10.0,10,10,2.0,90,30.74,29.88,34.09,1.0,6.123233995736766e-17
width20_deg090_h10to15,2000.0,20.0,12.5,10,15,1.6,90,30.25,29.27,33.31,1.0,6.123233995736766e-17
width20_deg090_h10to20,2000.0,20.0,15.0,10,20,1.3333333333333333,90,29.97,28.51,33.47,1.0,6.123233995736766e-17
width20_deg090_h15to15,2000.0,20.0,15.0,15,15,1.3333333333333333,90,29.72,28.89,32.99,1.0,6.123233995736766e-17
width20_deg090_h15to20,2000.0,20.0,17.5,15,20,1.1428571428571428,90,29.45,28.53,32.9,1.0,6.123233995736766e-17
width20_deg090_h20to20,2000.0,20.0,20.0,20,20,1.0,90,29.18,28.08,32.72,1.0,6.123233995736766e-17
width20_deg090_h5to10,2000.0,20.0,7.5,5,10,2.6666666666666665,90,31.71,30.82,35.81,1.0,6.123233995736766e-17
width20_deg090_h5to15,2000.0,20.0,10.0,5,15,2.0,90,31.16,29.86,34.88,1.0,6.123233995736766e-17
width20_deg090_h5to20,2000.0,20.0,12.5,5,20,1.6,90,30.85,29.46,34.15,1.0,6.123233995736766e-17
width20_deg090_h5to5,2000.0,20.0,5.0,5,5,4.0,90,32.74,31.62,35.91,1.0,6.123233995736766e-17
width20_deg120_h10to10,1999.9999999999995,20.0,10.0,10,10,2.0,120,31.39,29.53,36.33,0.8660254037844387,-0.4999999999999998
width20_deg120_h10to15,1999.9999999999995,20.0,12.5,10,15,1.6,120,30.78,29.44,36.33,0.8660254037844387,-0.4999999999999998
width20_deg120_h10to20,1999.9999999999995,20.0,15.0,10,20,1.3333333333333333,120,30.37,28.73,36.34,0.8660254037844387,-0.4999999999999998
width20_deg120_h15to15,1999.9999999999995,20.0,15.0,15,15,1.3333333333333333,120,30.45,28.72,36.33,0.8660254037844387,-0.4999999999999998
width20_deg120_h15to20,1999.9999999999995,20.0,17.5,15,20,1.1428571428571428,120,30.07,28.26,36.33,0.8660254037844387,-0.4999999999999998
width20_deg120_h20to20,1999.9999999999995,20.0,20.0,20,20,1.0,120,30.01,28.2,36.33,0.8660254037844387,-0.4999999999999998
width20_deg120_h5to10,1999.9999999999995,20.0,7.5,5,10,2.6666666666666665,120,32.02,30.32,36.33,0.8660254037844387,-0.4999999999999998
width20_deg120_h5to15,1999.9999999999995,20.0,10.0,5,15,2.0,120,31.36,29.89,36.34,0.8660254037844387,-0.4999999999999998
width20_deg120_h5to20,1999.9999999999995,20.0,12.5,5,20,1.6,120,30.91,29.65,36.35,0.8660254037844387,-0.4999999999999998
width20_deg120_h5to5,1999.9999999999995,20.0,5.0,5,5,4.0,120,33.06,30.37,36.33,0.8660254037844387,-0.4999999999999998
width20_deg150_h10to10,2000.0,20.0,10.0,10,10,2.0,150,33.09,28.86,36.84,0.49999999999999994,-0.8660254037844387
width20_deg150_h10to15,2000.0,20.0,12.5,10,15,1.6,150,32.52,28.81,36.85,0.49999999999999994,-0.8660254037844387
width20_deg150_h10to20,2000.0,20.0,15.0,10,20,1.3333333333333333,150,31.93,28.7,36.34,0.49999999999999994,-0.8660254037844387
width20_deg150_h15to15,2000.0,20.0,15.0,15,15,1.3333333333333333,150,32.44,29.0,36.91,0.49999999999999994,-0.8660254037844387
width20_deg150_h15to20,2000.0,20.0,17.5,15,20,1.1428571428571428,150,31.87,28.89,36.35,0.49999999999999994,-0.8660254037844387
width20_deg150_h20to20,2000.0,20.0,20.0,20,20,1.0,150,31.89,28.4,36.43,0.49999999999999994,-0.8660254037844387
width20_deg150_h5to10,2000.0,20.0,7.5,5,10,2.6666666666666665,150,33.45,29.49,36.68,0.49999999999999994,-0.8660254037844387
width20_deg150_h5to15,2000.0,20.0,10.0,5,15,2.0,150,32.83,29.43,36.67,0.49999999999999994,-0.8660254037844387
width20_deg150_h5to20,2000.0,20.0,12.5,5,20,1.6,150,32.21,29.31,36.38,0.49999999999999994,-0.8660254037844387
width20_deg150_h5to5,2000.0,20.0,5.0,5,5,4.0,150,34.18,29.68,36.7,0.49999999999999994,-0.8660254037844387
width20_deg180_h10to10,2000.0,20.0,10.0,10,10,2.0,180,34.62,29.55,36.36,1.2246467991473532e-16,-1.0
width20_deg180_h10to15,2000.0,20.0,12.5,10,15,1.6,180,34.46,29.56,36.46,1.2246467991473532e-16,-1.0
width20_deg180_h10to20,2000.0,20.0,15.0,10,20,1.3333333333333333,180,34.12,29.44,36.56,1.2246467991473532e-16,-1.0
width20_deg180_h15to15,2000.0,20.0,15.0,15,15,1.3333333333333333,180,34.6,29.76,36.59,1.2246467991473532e-16,-1.0
width20_deg180_h15to20,2000.0,20.0,17.5,15,20,1.1428571428571428,180,34.27,29.65,36.68,1.2246467991473532e-16,-1.0
width20_deg180_h20to20,2000.0,20.0,20.0,20,20,1.0,180,34.38,29.93,36.92,1.2246467991473532e-16,-1.0
width20_deg180_h5to10,2000.0,20.0,7.5,5,10,2.6666666666666665,180,34.8,30.16,36.34,1.2246467991473532e-16,-1.0
width20_deg180_h5to15,2000.0,20.0,10.0,5,15,2.0,180,34.59,30.14,36.4,1.2246467991473532e-16,-1.0
width20_deg180_h5to20,2000.0,20.0,12.5,5,20,1.6,180,34.22,30.03,36.41,1.2246467991473532e-16,-1.0
