folder_name,area,width,mean_building_height,mean_building_height_side1,mean_building_height_side2,lh_ratio,direction,mrt_mean,mrt_min,mrt_max,dir_sin,dir_cos
width50_deg090_h10to15,5000.0,50.0,12.5,10,15,4.0,90,32.8,31.21,36.13,1.0,6.123233995736766e-17
width50_deg090_h10to20,5000.0,50.0,15.0,10,20,3.3333333333333335,90,32.39,30.62,36.08,1.0,6.123233995736766e-17
width50_deg090_h10to25,5000.0,50.0,17.5,10,25,2.857142857142857,90,32.04,30.62,36.02,1.0,6.123233995736766e-17
width50_deg090_h10to30,5000.0,50.0,20.0,10,30,2.5,90,31.73,29.79,35.95,1.0,6.123233995736766e-17
width50_deg090_h15to15,5000.0,50.0,15.0,15,15,3.3333333333333335,90,32.25,31.03,36.09,1.0,6.123233995736766e-17
width50_deg090_h15to20,5000.0,50.0,17.5,15,20,2.857142857142857,90,31.84,30.41,36.04,1.0,6.123233995736766e-17
width50_deg090_h15to25,5000.0,50.0,20.0,15,25,2.5,90,31.5,30.18,35.98,1.0,6.123233995736766e-17
width50_deg090_h15to30,5000.0,50.0,22.5,15,30,2.2222222222222223,90,31.2,29.54,35.07,1.0,6.123233995736766e-17
width50_deg090_h20to20,5000.0,50.0,20.0,20,20,2.5,90,31.41,30.51,36.0,1.0,6.123233995736766e-17
width50_deg090_h20to25,5000.0,50.0,22.5,20,25,2.2222222222222223,90,31.07,30.11,35.93,1.0,6.123233995736766e-17
width50_deg090_h20to30,5000.0,50.0,25.0,20,30,2.0,90,30.78,29.67,35.04,1.0,6.123233995736766e-17
width50_deg090_h25to25,5000.0,50.0,25.0,25,25,2.0,90,30.76,29.67,35.07,1.0,6.123233995736766e-17
width50_deg090_h25to30,5000.0,50.0,27.5,25,30,1.8181818181818181,90,30.47,29.09,34.99,1.0,6.123233995736766e-17
width50_deg090_h30to30,5000.0,50.0,30.0,30,30,1.6666666666666667,90,30.14,29.09,34.2,1.0,6.123233995736766e-17
width50_deg090_h5to10,5000.0,50.0,7.5,5,10,6.666666666666667,90,34.07,31.67,36.23,1.0,6.123233995736766e-17
width50_deg090_h5to15,5000.0,50.0,10.0,5,15,5.0,90,33.54,31.56,36.18,1.0,6.123233995736766e-17
width50_deg090_h5to20,5000.0,50.0,12.5,5,20,4.0,90,33.12,31.05,36.13,1.0,6.123233995736766e-17
width50_deg090_h5to25,5000.0,50.0,15.0,5,25,3.3333333333333335,90,32.77,31.05,36.08,1.0,6.123233995736766e-17
width50_deg090_h5to30,5000.0,50.0,17.5,5,30,2.857142857142857,90,32.45,30.21,36.02,1.0,6.123233995736766e-17
width50_deg090_h5to5,5000.0,50.0,5.0,5,5,10.0,90,34.7,31.95,36.27,1.0,6.123233995736766e-17
width50_deg120_h10to10,5000.0,50.0,10.0,10,10,5.0,120,33.73,30.41,36.33,0.8660254037844387,-0.4999999999999998
width50_deg120_h10to15,5000.0,50.0,12.5,10,15,4.0,120,33.26,30.31,36.33,0.8660254037844387,-0.4999999999999998
width50_deg120_h10to20,5000.0,50.0,15.0,10,20,3.3333333333333335,120,32.85,30.27,36.33,0.8660254037844387,-0.4999999999999998
width50_deg120_h10to25,5000.0,50.0,17.5,10,25,2.857142857142857,120,32.48,30.23,36.33,0.8660254037844387,-0.4999999999999998
width50_deg120_h10to30,5000.0,50.0,20.0,10,30,2.5,120,32.16,30.18,36.34,0.8660254037844387,-0.4999999999999998
width50_deg120_h15to15,5000.0,50.0,15.0,15,15,3.3333333333333335,120,32.83,30.29,36.33,0.8660254037844387,-0.4999999999999998
width50_deg120_h15to20,5000.0,50.0,17.5,15,20,2.857142857142857,120,32.42,30.25,36.33,0.8660254037844387,-0.4999999999999998
width50_deg120_h15to25,5000.0,50.0,20.0,15,25,2.5,120,32.06,30.2,36.33,0.8660254037844387,-0.4999999999999998
width50_deg120_h15to30,5000.0,50.0,22.5,15,30,2.2222222222222223,120,31.74,30.15,36.33,0.8660254037844387,-0.4999999999999998
width50_deg120_h20to20,5000.0,50.0,20.0,20,20,2.5,120,32.12,29.52,36.33,0.8660254037844387,-0.4999999999999998
width50_deg120_h20to25,5000.0,50.0,22.5,20,25,2.2222222222222223,120,31.76,29.48,36.33,0.8660254037844387,-0.4999999999999998
width50_deg120_h20to30,5000.0,50.0,25.0,20,30,2.0,120,31.46,29.43,36.33,0.8660254037844387,-0.4999999999999998
width50_deg120_h25to25,5000.0,50.0,25.0,25,25,2.0,120,31.59,29.48,36.33,0.8660254037844387,-0.4999999999999998
width50_deg120_h25to30,5000.0,50.0,27.5,25,30,1.8181818181818181,120,31.29,29.37,36.33,0.8660254037844387,-0.4999999999999998
width50_deg120_h30to30,5000.0,50.0,30.0,30,30,1.6666666666666667,120,31.11,28.95,36.33,0.8660254037844387,-0.4999999999999998
width50_deg120_h5to10,5000.0,50.0,7.5,5,10,6.666666666666667,120,34.31,30.93,36.33,0.8660254037844387,-0.4999999999999998
width50_deg120_h5to15,5000.0,50.0,10.0,5,15,5.0,120,33.84,30.83,36.33,0.8660254037844387,-0.4999999999999998
width50_deg120_h5to20,5000.0,50.0,12.5,5,20,4.0,120,33.43,30.82,36.33,0.8660254037844387,-0.4999999999999998
width50_deg120_h5to25,5000.0,50.0,15.0,5,25,3.3333333333333335,120,33.06,30.77,36.34,0.8660254037844387,-0.4999999999999998
width50_deg120_h5to30,5000.0,50.0,17.5,5,30,2.857142857142857,120,32.73,30.72,36.34,0.8660254037844387,-0.4999999999999998
width50_deg120_h5to5,5000.0,50.0,5.0,5,5,10.0,120,34.86,31.0,36.33,0.8660254037844387,-0.4999999999999998
width50_deg150_h10to10,5000.000000000001,50.0,10.0,10,10,5.0,150,34.74,29.6,36.77,0.49999999999999994,-0.8660254037844387
width50_deg150_h10to15,5000.000000000001,50.0,12.5,10,15,4.0,150,34.47,29.49,36.77,0.49999999999999994,-0.8660254037844387
width50_deg150_h10to20,5000.000000000001,50.0,15.0,10,20,3.3333333333333335,150,34.21,29.38,36.79,0.49999999999999994,-0.8660254037844387
width50_deg150_h10to25,5000.000000000001,50.0,17.5,10,25,2.857142857142857,150,33.96,29.29,36.8,0.49999999999999994,-0.8660254037844387
width50_deg150_h10to30,5000.000000000001,50.0,20.0,10,30,2.5,150,33.72,29.22,36.84,0.49999999999999994,-0.8660254037844387
width50_deg150_h15to15,5000.000000000001,50.0,15.0,15,15,3.3333333333333335,150,34.3,29.48,36.86,0.49999999999999994,-0.8660254037844387
width50_deg150_h15to20,5000.000000000001,50.0,17.5,15,20,2.857142857142857,150,34.05,29.37,36.88,0.49999999999999994,-0.8660254037844387
width50_deg150_h15to25,5000.000000000001,50.0,20.0,15,25,2.5,150,33.8,29.28,36.89,0.49999999999999994,-0.8660254037844387
width50_deg150_h15to30,5000.000000000001,50.0,22.5,15,30,2.2222222222222223,150,33.56,29.21,36.93,0.49999999999999994,-0.8660254037844387
width50_deg150_h20to20,5000.000000000001,50.0,20.0,20,20,2.5,150,33.94,29.45,37.01,0.49999999999999994,-0.8660254037844387
width50_deg150_h20to25,5000.000000000001,50.0,22.5,20,25,2.2222222222222223,150,33.69,29.36,37.02,0.49999999999999994,-0.8660254037844387
width50_deg150_h20to30,5000.000000000001,50.0,25.0,20,30,2.0,150,33.46,29.28,37.06,0.49999999999999994,-0.8660254037844387
width50_deg150_h25to25,5000.000000000001,50.0,25.0,25,25,2.0,150,33.59,29.2,37.07,0.49999999999999994,-0.8660254037844387
width50_deg150_h25to30,5000.000000000001,50.0,27.5,25,30,1.8181818181818181,150,33.37,29.21,37.13,0.49999999999999994,-0.8660254037844387
width50_deg150_h30to30,5000.000000000001,50.0,30.0,30,30,1.6666666666666667,150,33.32,28.63,37.18,0.49999999999999994,-0.8660254037844387
width50_deg150_h5to10,5000.000000000001,50.0,7.5,5,10,6.666666666666667,150,35.1,30.11,36.37,0.49999999999999994,-0.8660254037844387
width50_deg150_h5to15,5000.000000000001,50.0,10.0,5,15,5.0,150,34.84,29.99,36.37,0.49999999999999994,-0.8660254037844387
width50_deg150_h5to20,5000.000000000001,50.0,12.5,5,20,4.0,150,34.57,29.88,36.38,0.49999999999999994,-0.8660254037844387
width50_deg150_h5to25,5000.000000000001,50.0,15.0,5,25,3.3333333333333335,150,34.32,29.8,36.39,0.49999999999999994,-0.8660254037844387
width50_deg150_h5to30,5000.000000000001,50.0,17.5,5,30,2.857142857142857,150,34.07,29.73,36.4,0.49999999999999994,-0.8660254037844387
width50_deg150_h5to5,5000.000000000001,50.0,5.0,5,5,10.0,150,35.41,30.26,36.36,0.49999999999999994,-0.8660254037844387
width50_deg180_h10to10,5000.0,50.0,10.0,10,10,5.0,180,35.59,30.21,36.41,1.2246467991473532e-16,-1.0
width50_deg180_h10to15,5000.0,50.0,12.5,10,15,4.0,180,35.5,30.19,36.49,1.2246467991473532e-16,-1.0
width50_deg180_h10to20,5000.0,50.0,15.0,10,20,3.3333333333333335,180,35.34,30.08,36.47,1.2246467991473532e-16,-1.0
width50_deg180_h10to25,5000.0,50.0,17.5,10,25,2.857142857142857,180,35.19,29.99,36.52,1.2246467991473532e-16,-1.0
width50_deg180_h10to30,5000.0,50.0,20.0,10,30,2.5,180,35.05,29.91,36.53,1.2246467991473532e-16,-1.0
width50_deg180_h15to15,5000.0,50.0,15.0,15,15,3.3333333333333335,180,35.47,30.19,36.52,1.2246467991473532e-16,-1.0
width50_deg180_h15to20,5000.0,50.0,17.5,15,20,2.857142857142857,180,35.32,30.08,36.52,1.2246467991473532e-16,-1.0
width50_deg180_h15to25,5000.0,50.0,20.0,15,25,2.5,180,35.18,29.99,36.57,1.2246467991473532e-16,-1.0
width50_deg180_h15to30,5000.0,50.0,22.5,15,30,2.2222222222222223,180,35.05,29.91,36.61,1.2246467991473532e-16,-1.0
width50_deg180_h20to20,5000.0,50.0,20.0,20,20,2.5,180,35.36,30.16,36.58,1.2246467991473532e-16,-1.0
width50_deg180_h20to25,5000.0,50.0,22.5,20,25,2.2222222222222223,180,35.23,30.08,36.62,1.2246467991473532e-16,-1.0
width50_deg180_h20to30,5000.0,50.0,25.0,20,30,2.0,180,35.1,30.01,36.63,1.2246467991473532e-16,-1.0
width50_deg180_h25to25,5000.0,50.0,25.0,25,25,2.0,180,35.29,30.1,36.7,1.2246467991473532e-16,-1.0
width50_deg180_h25to30,5000.0,50.0,27.5,25,30,1.8181818181818181,180,35.17,30.03,36.73,1.2246467991473532e-16,-1.0
width50_deg180_h30to30,5000.0,50.0,30.0,30,30,1.6666666666666667,180,35.23,30.11,36.95,1.2246467991473532e-16,-1.0
width50_deg180_h5to10,5000.0,50.0,7.5,5,10,6.666666666666667,180,35.71,30.17,36.39,1.2246467991473532e-16,-1.0
width50_deg180_h5to15,5000.0,50.0,10.0,5,15,5.0,180,35.61,30.15,36.47,1.2246467991473532e-16,-1.0
width50_deg180_h5to20,5000.0,50.0,12.5,5,20,4.0,180,35.45,30.04,36.46,1.2246467991473532e-16,-1.0
width50_deg180_h5to25,5000.0,50.0,15.0,5,25,3.3333333333333335,180,35.3,29.95,36.5,1.2246467991473532e-16,-1.0
width50_deg180_h5to30,5000.0,50.0,17.5,5,30,2.857142857142857,180,35.15,29.88,36.53,1.2246467991473532e-16,-1.0
width50_deg180_h5to5,5000.0,50.0,5.0,5,5,10.0,180,35.87,30.19,36.34,1.2246467991473532e-16,-1.0
width5_deg000_h10to10,500.0,5.0,10.0,10,10,0.5,0,33.12,29.31,36.33,0.0,1.0
width5_deg000_h10to15,500.0,5.0,12.5,10,15,0.4,0,33.14,29.6,36.33,0.0,1.0
width5_deg000_h10to20,500.0,5.0,15.0,10,20,0.3333333333333333,0,33.0,29.81,36.33,0.0,1.0
width5_deg000_h15to15,500.0,5.0,15.0,15,15,0.3333333333333333,0,32.14,29.06,36.33,0.0,1.0
width5_deg000_h15to20,500.0,5.0,17.5,15,20,0.2857142857142857,0,32.01,29.2,36.33,0.0,1.0
width5_deg000_h20to20,500.0,5.0,20.0,20,20,0.25,0,31.92,28.59,36.33,0.0,1.0
width5_deg000_h5to10,500.0,5.0,7.5,5,10,0.6666666666666666,0,34.44,29.36,36.66,0.0,1.0
width5_deg000_h5to15,500.0,5.0,10.0,5,15,0.5,0,34.45,29.66,36.73,0.0,1.0
width5_deg000_h5to20,500.0,5.0,12.5,5,20,0.4,0,34.48,29.83,36.57,0.0,1.0
width5_deg000_h5to5,500.0,5.0,5.0,5,5,1.0,0,34.68,29.93,36.33,0.0,1.0
width5_deg030_h10to10,499.99999999999943,5.0,10.0,10,10,0.5,30,31.23,28.03,36.33,0.49999999999999994,0.8660254037844387
width5_deg030_h10to15,499.99999999999943,5.0,12.5,10,15,0.4,30,31.09,28.21,36.53,0.49999999999999994,0.8660254037844387
width5_deg030_h10to20,499.99999999999943,5.0,15.0,10,20,0.3333333333333333,30,30.95,28.41,36.82,0.49999999999999994,0.8660254037844387
width5_deg030_h15to15,499.99999999999943,5.0,15.0,15,15,0.3333333333333333,30,30.91,28.23,36.33,0.49999999999999994,0.8660254037844387
width5_deg030_h15to20,499.99999999999943,5.0,17.5,15,20,0.2857142857142857,30,30.68,27.66,36.53,0.49999999999999994,0.8660254037844387
width5_deg030_h20to20,499.99999999999943,5.0,20.0,20,20,0.25,30,30.71,27.62,36.33,0.49999999999999994,0.8660254037844387
width5_deg030_h5to10,499.99999999999943,5.0,7.5,5,10,0.6666666666666666,30,32.08,28.05,36.53,0.49999999999999994,0.8660254037844387
width5_deg030_h5to15,499.99999999999943,5.0,10.0,5,15,0.5,30,31.97,28.26,36.82,0.49999999999999994,0.8660254037844387
width5_deg030_h5to20,499.99999999999943,5.0,12.5,5,20,0.4,30,31.95,28.5,37.0,0.49999999999999994,0.8660254037844387
width5_deg030_h5to5,499.99999999999943,5.0,5.0,5,5,1.0,30,32.37,28.46,36.33,0.49999999999999994,0.8660254037844387
width5_deg060_h10to10,500.0,5.0,10.0,10,10,0.5,60,30.76,27.61,36.33,0.8660254037844386,0.5000000000000001
width5_deg060_h10to15,500.0,5.0,12.5,10,15,0.4,60,30.46,27.76,36.33,0.8660254037844386,0.5000000000000001
width5_deg060_h10to20,500.0,5.0,15.0,10,20,0.3333333333333333,60,30.18,26.98,36.33,0.8660254037844386,0.5000000000000001
width5_deg060_h15to15,500.0,5.0,15.0,15,15,0.3333333333333333,60,30.59,27.76,36.33,0.8660254037844386,0.5000000000000001
width5_deg060_h15to20,500.0,5.0,17.5,15,20,0.2857142857142857,60,30.18,26.98,36.33,0.8660254037844386,0.5000000000000001
width5_deg060_h20to20,500.0,5.0,20.0,20,20,0.25,60,30.44,26.96,36.33,0.8660254037844386,0.5000000000000001
width5_deg060_h5to10,500.0,5.0,7.5,5,10,0.6666666666666666,60,31.03,27.47,36.33,0.8660254037844386,0.5000000000000001
width5_deg060_h5to15,500.0,5.0,10.0,5,15,0.5,60,30.84,27.62,36.33,0.8660254037844386,0.5000000000000001
width5_deg060_h5to20,500.0,5.0,12.5,5,20,0.4,60,30.82,26.92,36.33,0.8660254037844386,0.5000000000000001
width5_deg060_h5to5,500.0,5.0,5.0,5,5,1.0,60,31.49,28.03,36.33,0.8660254037844386,0.5000000000000001
width5_deg090_h10to10,500.0,5.0,10.0,10,10,0.5,90,30.12,27.84,36.33,1.0,6.123233995736766e-17
width5_deg090_h10to15,500.0,5.0,12.5,10,15,0.4,90,29.48,27.17,34.37,1.0,6.123233995736766e-17
width5_deg090_h10to20,500.0,5.0,15.0,10,20,0.3333333333333333,90,29.29,27.33,34.56,1.0,6.123233995736766e-17
width5_deg090_h15to15,500.0,5.0,15.0,15,15,0.3333333333333333,90,29.81,27.19,36.33,1.0,6.123233995736766e-17
width5_deg090_h15to20,500.0,5.0,17.5,15,20,0.2857142857142857,90,29.14,26.63,34.37,1.0,6.123233995736766e-17
width5_deg090_h20to20,500.0,5.0,20.0,20,20,0.25,90,29.8,26.68,36.33,1.0,6.123233995736766e-17
width5_deg090_h5to10,500.0,5.0,7.5,5,10,0.6666666666666666,90,29.82,28.3,34.37,1.0,6.123233995736766e-17
width5_deg090_h5to15,500.0,5.0,10.0,5,15,0.5,90,29.66,27.7,34.56,1.0,6.123233995736766e-17
width5_deg090_h5to20,500.0,5.0,12.5,5,20,0.4,90,29.48,27.88,34.8,1.0,6.123233995736766e-17
width5_deg090_h5to5,500.0,5.0,5.0,5,5,1.0,90,30.78,28.29,36.33,1.0,6.123233995736766e-17
width5_deg120_h10to10,499.99999999999983,5.0,10.0,10,10,0.5,120,30.89,27.77,36.33,0.8660254037844387,-0.4999999999999998
width5_deg120_h10to15,499.99999999999983,5.0,12.5,10,15,0.4,120,30.26,27.69,36.33,0.8660254037844387,-0.4999999999999998
width5_deg120_h10to20,499.99999999999983,5.0,15.0,10,20,0.3333333333333333,120,30.03,27.67,36.33,0.8660254037844387,-0.4999999999999998
width5_deg120_h15to15,499.99999999999983,5.0,15.0,15,15,0.3333333333333333,120,30.57,27.69,36.33,0.8660254037844387,-0.4999999999999998
width5_deg120_h15to20,499.99999999999983,5.0,17.5,15,20,0.2857142857142857,120,30.14,26.91,36.33,0.8660254037844387,-0.4999999999999998
width5_deg120_h20to20,499.99999999999983,5.0,20.0,20,20,0.25,120,30.45,27.02,36.33,0.8660254037844387,-0.4999999999999998
width5_deg120_h5to10,499.99999999999983,5.0,7.5,5,10,0.6666666666666666,120,30.56,28.09,36.33,0.8660254037844387,-0.4999999999999998
width5_deg120_h5to15,499.99999999999983,5.0,10.0,5,15,0.5,120,30.12,27.99,36.33,0.8660254037844387,-0.4999999999999998
width5_deg120_h5to20,499.99999999999983,5.0,12.5,5,20,0.4,120,29.98,27.6,36.33,0.8660254037844387,-0.4999999999999998
width5_deg120_h5to5,499.99999999999983,5.0,5.0,5,5,1.0,120,31.22,28.14,36.33,0.8660254037844387,-0.4999999999999998
width5_deg150_h10to10,499.9999999999996,5.0,10.0,10,10,0.5,150,31.17,28.14,36.33,0.49999999999999994,-0.8660254037844387
width5_deg150_h10to15,499.9999999999996,5.0,12.5,10,15,0.4,150,30.74,28.03,36.55,0.49999999999999994,-0.8660254037844387
width5_deg150_h10to20,499.9999999999996,5.0,15.0,10,20,0.3333333333333333,150,30.24,27.98,36.54,0.49999999999999994,-0.8660254037844387
width5_deg150_h15to15,499.9999999999996,5.0,15.0,15,15,0.3333333333333333,150,30.98,28.2,36.33,0.49999999999999994,-0.8660254037844387
width5_deg150_h15to20,499.9999999999996,5.0,17.5,15,20,0.2857142857142857,150,30.72,28.2,36.55,0.49999999999999994,-0.8660254037844387
width5_deg150_h20to20,499.9999999999996,5.0,20.0,20,20,0.25,150,30.82,27.66,36.33,0.49999999999999994,-0.8660254037844387
width5_deg150_h5to10,499.9999999999996,5.0,7.5,5,10,0.6666666666666666,150,31.11,28.32,36.55,0.49999999999999994,-0.8660254037844387
width5_deg150_h5to15,499.9999999999996,5.0,10.0,5,15,0.5,150,30.43,27.99,36.54,0.49999999999999994,-0.8660254037844387
width5_deg150_h5to20,499.9999999999996,5.0,12.5,5,20,0.4,150,30.22,28.05,36.33,0.49999999999999994,-0.8660254037844387
width5_deg150_h5to5,499.9999999999996,5.0,5.0,5,5,1.0,150,32.17,28.48,36.33,0.49999999999999994,-0.8660254037844387
width5_deg180_h10to10,500.0,5.0,10.0,10,10,0.5,180,33.12,29.31,36.33,1.2246467991473532e-16,-1.0
width5_deg180_h10to15,500.0,5.0,12.5,10,15,0.4,180,32.04,28.76,36.48,1.2246467991473532e-16,-1.0
width5_deg180_h10to20,500.0,5.0,15.0,10,20,0.3333333333333333,180,31.94,28.75,37.02,1.2246467991473532e-16,-1.0
width5_deg180_h15to15,500.0,5.0,15.0,15,15,0.3333333333333333,180,32.14,29.06,36.33,1.2246467991473532e-16,-1.0
width5_deg180_h15to20,500.0,5.0,17.5,15,20,0.2857142857142857,180,31.97,29.04,36.48,1.2246467991473532e-16,-1.0
width5_deg180_h20to20,500.0,5.0,20.0,20,20,0.25,180,31.92,28.59,36.33,1.2246467991473532e-16,-1.0
width5_deg180_h5to10,500.0,5.0,7.5,5,10,0.6666666666666666,180,33.29,29.11,36.55,1.2246467991473532e-16,-1.0
width5_deg180_h5to15,500.0,5.0,10.0,5,15,0.5,180,32.28,28.52,37.02,1.2246467991473532e-16,-1.0
width5_deg180_h5to20,500.0,5.0,12.5,5,20,0.4,180,31.66,28.55,36.33,1.2246467991473532e-16,-1.0
width5_deg180_h5to5,500.0,5.0,5.0,5,5,1.0,180,34.68,29.93,36.33,1.2246467991473532e-16,-1.0
